"Region","naics","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","Pct_Total","RS_2015","L_T_2006","L_T_2007","L_T_2008","L_T_2009","L_T_2010","L_T_2011","L_T_2012","L_T_2013","L_T_2014","L_T_2015","Local_Trend","N_T_2006","N_T_2007","N_T_2008","N_T_2009","N_T_2010","N_T_2011","N_T_2012","N_T_2013","N_T_2014","N_T_2015","Natl_Trend","Label","Group"
"Detroit",337110,875,727,625,540,453,437,406,401,434,474,464,0.000246527495519735,0.329213488565282,-0.169142857142857,-0.140302613480055,-0.136,-0.161111111111111,-0.0353200883002207,-0.0709382151029748,-0.0123152709359606,0.0822942643391522,0.0921658986175116,-0.0210970464135021,0.0270420157373674,0.073338761638404,-0.0590858416945373,-0.0926974957233798,-0.24664255799218,-0.129883583773527,-0.0582563183704262,-0.00871197897108522,0.0454706164608429,0.0778307868832659,0.0184896737973308,0.0117638434718937,"Wood Kitchen Cabinet and Countertop Manufacturing","3"
"Detroit",337121,124,122,120,69,41,41,40,89,60,79,96,0.000051005688728221,0.102454898358074,-0.0161290322580645,-0.0163934426229508,-0.425,-0.405797101449275,0,-0.024390243902439,1.225,-0.325842696629214,0.316666666666667,0.215189873417722,0.059255021172174,-0.0210675336828592,-0.0806299405600833,-0.0574410792364296,-0.154100725529297,-0.0438213706508837,-0.0289561112082531,0.0453956134980373,-0.01505468951856,0.0468162501530229,0.00945571185138161,0.0120734470903872,"Upholstered Household Furniture Manufacturing","3"
"Detroit",337122,244,242,181,177,158,165,149,114,108,127,117,0.0000621631831375193,0.251138634995196,-0.00819672131147542,-0.252066115702479,-0.0220994475138122,-0.107344632768362,0.0443037974683544,-0.0969696969696969,-0.23489932885906,-0.0526315789473685,0.175925925925926,-0.0787401574803149,0.0102088189454627,-0.124681933842239,-0.0788836189310486,-0.181244376773479,-0.308397153048976,-0.128358063017918,-0.0403836446239273,-0.0461160792565316,-0.0357843137254902,0.0101677681748855,-0.0550138399597383,0.0172878212708807,"Nonupholstered Wood Household Furniture Manufacturing","3"
"Detroit",337124,78,76,9,17,15,9,2,16,17,3,3,0.00000159392777275691,0.0186683838487535,-0.0256410256410257,-0.881578947368421,0.888888888888889,-0.117647058823529,-0.4,-0.777777777777778,7,0.0625,-0.823529411764706,0,0.105941423843901,-0.144834245252655,-0.0690252164094843,0.0768919793014231,-0.304527366919438,-0.094353881032063,0.0431517463344857,0.155410810193121,0.0180001978043716,0.0291460215680559,-0.0217124516189937,0.0182918549076649,"Metal Household Furniture Manufacturing","3"
"Detroit",337125,7,7,2,0,0,0,0,26,30,35,37,0.0000196584425306685,0.639510148084644,0,-0.714285714285714,-1,NA,NA,NA,NA,0.153846153846154,0.166666666666667,0.0571428571428572,0.0754556554556554,0.0969875091844232,0.0455458807769591,-0.316303651505445,-0.0344342937456079,0.369723435225619,-0.363797378675168,-0.0701559020044543,0.0167664670658683,-0.0382803297997645,0.142375995101041,0.0039174415357075,"Household Furniture (except Wood and Metal) Manufacturing","3"
"Detroit",337127,147,147,150,246,226,225,214,93,124,125,124,0.0000658823479406188,0.318656481844989,0,0.0204081632653061,0.64,-0.0813008130081301,-0.00442477876106195,-0.0488888888888889,-0.565420560747664,0.333333333333333,0.00806451612903225,-0.00800000000000001,-0.0193246194947496,-0.00437071620145024,0.000665136851907278,0.263684402937951,-0.171291060673803,-0.120374484290701,-0.033986362160407,-0.0195704948646125,-0.00559978667479333,-0.00597609561752988,-0.0329119778017574,-0.00671655218299806,"Institutional Furniture Manufacturing","3"
"Detroit",337211,121,111,100,52,48,39,39,11,19,13,14,0.00000743832960619889,0.0623319171855118,-0.0826446280991735,-0.0990990990990991,-0.48,-0.0769230769230769,-0.1875,0,-0.717948717948718,0.727272727272727,-0.315789473684211,0.0769230769230769,0.0255761420387345,0.045842976677942,-0.0459188016001362,-0.215040813595611,-0.141152403682237,-0.055379118697896,-0.0136583315822651,0.110282630308195,-0.107707067476815,0.0433660669486058,-0.00494641384995875,0.00909444960467268,"Wood Office Furniture Manufacturing","3"
"Detroit",337214,27,33,7,0,0,0,0,15,19,34,19,0.0000100948758941271,0.0553484930910244,0.222222222222222,-0.787878787878788,-1,NA,NA,NA,NA,0.266666666666667,0.789473684210526,-0.441176470588235,0.0691164388040268,-0.0377392625827695,-0.0172971346920358,0.0934797581694344,-0.11026349861777,-0.145992291355306,0.0363360044211107,-0.0210638581522463,-0.00957828317218212,0.0206251718764323,-0.00588288126459491,0.00295030659580455,"Office Furniture (except Wood) Manufacturing","3"
"Detroit",337215,803,650,262,286,374,213,188,486,461,420,509,0.000270436412111088,0.899084904392993,-0.190535491905355,-0.596923076923077,0.0916030534351144,0.307692307692308,-0.43048128342246,-0.117370892018779,1.58510638297872,-0.051440329218107,-0.088937093275488,0.211904761904762,0.0642909083261878,-0.0140154054982256,-0.0307347818875435,-0.157246265208686,-0.228780864197531,-0.0793291382533372,-0.0504175245939145,0.0512573407619334,-0.00446901767553787,0.0103881902679059,0.0397584871269081,0.014574171544957,"Showcase, Partition, Shelving, and Locker Manufacturing","3"
"Detroit",337910,150,150,270,241,240,236,235,239,252,241,271,0.000143984808805707,0.807724550971768,0,0.8,-0.107407407407407,-0.00414937759336098,-0.0166666666666667,-0.00423728813559321,0.0170212765957447,0.0543933054393306,-0.0436507936507936,0.12448132780083,-0.0236380527273697,-0.0349390197131242,-0.00973651790327068,-0.00686250902961716,-0.158968763890573,0.00504492384567334,-0.0173534754756669,0.0146436390172708,0.0123225930187956,0.0148249893430588,0.00980117614113696,0.00708458565489036,"Mattress Manufacturing","3"
"Detroit",337920,137,138,78,72,212,60,60,54,52,29,19,0.0000100948758941271,0.105624964789311,0.0072992700729928,-0.434782608695652,-0.0769230769230769,1.94444444444444,-0.716981132075472,0,-0.1,-0.0370370370370371,-0.442307692307692,-0.344827586206897,-0.0511438745068542,0.0327798454050958,-0.117948717948718,-0.0622773936727425,-0.186728481260124,-0.113186813186813,-0.0424411400247832,-0.000566159818828904,-0.0480699198834669,-0.0486270509223837,0.0365472254490216,0.00739047330916342,"Blind and Shade Manufacturing","3"
"Detroit",339112,35,31,103,224,275,272,273,463,440,402,357,0.000189677404958072,0.216832857290755,-0.114285714285714,2.32258064516129,1.1747572815534,0.227678571428571,-0.0109090909090909,0.00367647058823528,0.695970695970696,-0.0496760259179265,-0.0863636363636363,-0.111940298507463,-0.130570944429716,0.0395998033834433,0.0178685763256139,0.102155168242478,-0.0125824267488519,-0.0529718289820018,0.00813153175147185,0.0734131234573652,-0.057337718118476,-0.0195509899759755,-0.00321081537811574,-0.00682186032374426,"Surgical and Medical Instrument Manufacturing","3"
"Detroit",339113,663,771,723,603,788,785,762,664,671,717,679,0.000360758985900646,0.469606194624417,0.16289592760181,-0.0622568093385214,-0.16597510373444,0.306799336650083,-0.00380710659898476,-0.0292993630573248,-0.128608923884514,0.0105421686746987,0.0685543964232489,-0.0529986052998606,-0.00894850322302475,0.0345582914474585,0.040965631970963,0.0226641242168346,-0.0062418979631701,-0.0853175844107109,0.00372164807470643,-0.0341102622743419,-0.00876574307304789,-0.00586501321406785,-0.0466447859472613,-0.00733549945300124,"Surgical Appliance and Supplies Manufacturing","3"
"Detroit",339114,304,296,289,211,216,218,214,203,223,225,168,0.0000892599552743867,0.702352405975977,-0.0263157894736842,-0.0236486486486487,-0.269896193771626,0.0236966824644549,0.0092592592592593,-0.018348623853211,-0.0514018691588785,0.0985221674876848,0.00896860986547088,-0.253333333333333,-0.00136756858681163,-0.156191991514187,0.063796354494029,-0.0410044313146234,-0.005421723861746,-0.0359908319395403,-0.0152936640534636,0.049008091882015,-0.0253810264385692,0.0101487202399948,-0.0253380513079742,0.00645003431257763,"Dental Equipment and Supplies Manufacturing","3"
"Detroit",339115,175,135,148,168,164,148,222,127,123,168,171,0.0000908538830471436,0.426355023353081,-0.228571428571429,0.0962962962962963,0.135135135135135,-0.0238095238095238,-0.0975609756097561,0.5,-0.427927927927928,-0.031496062992126,0.365853658536585,0.0178571428571428,0.016101869400954,-0.0308361336232457,0.027126249235162,-0.0305798252581414,0.0276935682097501,-0.106234553137208,0.0512465991704205,0.0186253712346203,0.0285309675538339,0.0489997570259981,-0.00154416306361949,0.00510650190917942,"Ophthalmic Goods Manufacturing","3"
"Detroit",339910,81,97,91,133,58,72,68,0,55,57,46,0.0000244402258489392,0.111296805161809,0.197530864197531,-0.0618556701030928,0.461538461538461,-0.56390977443609,0.241379310344828,-0.0555555555555556,-1,NA,0.0363636363636364,-0.192982456140351,-0.0408483793215652,-0.0123096935825785,-0.0514865491085583,-0.141681666238108,-0.134961054523667,-0.05804329004329,0.000514724806059075,-1,NA,0.0343454454952712,-0.0133634411786481,-0.00749581973652686,"Jewelry and Silverware Manufacturing ","3"
"Detroit",339920,335,334,269,344,202,225,234,129,171,249,204,0.00010838708854747,0.341306335722163,-0.0029850746268657,-0.194610778443114,0.278810408921933,-0.412790697674419,0.113861386138614,0.04,-0.448717948717949,0.325581395348837,0.456140350877193,-0.180722891566265,0.0182292687615326,-0.0514613778705637,-0.0162319797512931,-0.0496112757984227,-0.154464846202134,-0.0905990441278827,-0.00461770033420927,-0.021093910190691,0.0273872175529548,-0.00642218201279343,-0.0113627619462898,0.00788268330953245,"Sporting and Athletic Goods Manufacturing","3"
"Detroit",339930,194,184,211,196,199,199,203,0,242,239,240,0.000127514221820552,2.28575349962644,-0.0515463917525774,0.146739130434783,-0.0710900473933649,0.0153061224489797,0,0.0201005025125629,-1,NA,-0.012396694214876,0.00418410041841,-0.0198954180053107,-0.0931254118163848,-0.202651973843546,-0.0994001063102742,-0.125379426644182,-0.0766412802467945,-0.100647316767592,-1,NA,-0.057347670250896,0.029809885931559,-0.000165572243374788,"Doll, Toy, and Game Manufacturing","3"
"Detroit",339940,125,103,93,111,61,77,97,0,103,65,92,0.0000488804516978784,0.506859247838993,-0.176,-0.0970873786407767,0.193548387096774,-0.45045045045045,0.262295081967213,0.25974025974026,-1,NA,-0.368932038834951,0.415384615384615,0.00485214248935056,-0.0574656455379936,0.0203999308476921,-0.058564409555543,-0.0869826034793041,-0.0737844940867279,-0.0895935305384125,-1,NA,0.0226324664950741,0.015882659260545,-0.0108259193061669,"Office Supplies (except Paper) Manufacturing","3"
"Detroit",339991,264,386,275,239,173,149,170,225,209,433,248,0.000131764695881238,0.522877509672279,0.462121212121212,-0.287564766839378,-0.130909090909091,-0.276150627615063,-0.138728323699422,0.140939597315436,0.323529411764706,-0.0711111111111111,1.07177033492823,-0.427251732101617,0.0235678009243143,0.0103208371665133,0.0160771704180065,-0.0686400806541951,-0.165408786120215,-0.0172215016572993,0.074785541461984,0.0275257520976875,-0.000730290456431582,0.00999900342158599,0.00598605446651757,0.00562908724537518,"Gasket, Packing, and Sealing Device Manufacturing","3"
"Detroit",339992,13,8,7,13,27,18,9,9,16,16,11,0.00000584440183344199,0.0578781842926175,-0.384615384615385,-0.125,0.857142857142857,1.07692307692308,-0.333333333333333,-0.5,0,0.777777777777778,0,-0.3125,-0.0137589262589263,-0.0221289312651203,0.0729826093283854,-0.0809711108097111,-0.0570395513577332,-0.0897566319743329,0.00214924346629997,0.00368877069571938,0.0916239316239316,0.00187911055433765,-0.0422006877149109,0.00277997426850154,"Musical Instrument Manufacturing","3"
"Detroit",339993,37,54,61,89,88,98,125,173,210,210,227,0.000120607201471939,3.40351273612274,0.459459459459459,0.12962962962963,0.459016393442623,-0.0112359550561798,0.113636363636364,0.275510204081633,0.384,0.213872832369942,0,0.0809523809523809,-0.0254067103861861,-0.0297971259509721,-0.0980178610324548,0.286645737744506,-0.223348348348348,-0.0103914934751087,0.124786324786325,-0.111159357359965,0.00659501709819255,0.0123756369813153,0.0309204218600192,0.00236790063266864,"Fastener, Button, Needle, and Pin Manufacturing","3"
"Detroit",339994,209,189,217,231,217,229,234,40,43,42,42,0.0000223149888185967,0.303501396856215,-0.0956937799043063,0.148148148148148,0.064516129032258,-0.0606060606060606,0.0552995391705069,0.0218340611353711,-0.829059829059829,0.075,-0.0232558139534884,0,-0.0159090372371541,0.0117657236785189,-0.0379649422830269,-0.0246200337747756,-0.14087843994897,0.0045608824777259,-0.019533312216239,-0.0360758130519061,-0.0033515808289577,0.0431565967940815,-0.0410487857296368,0.00296470387631924,"Broom, Brush, and Mop Manufacturing","3"
"Detroit",339995,8,14,12,10,8,10,9,9,9,5,2,0.00000106261851517127,0.0323080263568191,0.75,-0.142857142857143,-0.166666666666667,-0.2,0.25,-0.1,0,0,-0.444444444444444,-0.6,-0.0798653198653199,0.0347608987900903,-0.000185597624350442,-0.108223501020976,-0.0301831806827644,-0.0708306503541533,-0.118041118041118,0.0183342063907805,0.105195473251029,-0.0351407959041191,-0.0371442354076218,0.00165820587367216,"Burial Casket Manufacturing","3"
"Detroit",339999,1147,1030,948,1107,691,594,676,755,984,1013,1287,0.000683795014512712,1.66165211369587,-0.102005231037489,-0.0796116504854369,0.167721518987342,-0.375790424570912,-0.140376266280753,0.138047138047138,0.116863905325444,0.303311258278146,0.0294715447154472,0.270483711747285,0.039698896617819,-0.0137044830643352,-0.0333131173106914,-0.104313242213758,-0.170696318903301,-0.0634671653947091,0.0704415885592811,-0.0688902930733586,-0.117290633230461,-0.0570199524071023,-0.0304377365815782,0.000350865145637799,"All Other Miscellaneous Manufacturing","3"
"Detroit",423210,633,608,707,689,557,498,459,663,861,601,588,0.000312409843460353,0.574266617965258,-0.0394944707740916,0.162828947368421,-0.0254596888260255,-0.191582002902758,-0.105924596050269,-0.0783132530120482,0.444444444444444,0.298642533936652,-0.301974448315912,-0.021630615640599,0.00280819833517768,0.0335756094423361,0.00280042317505758,0.144579247859005,-0.124066418163334,-0.0965770171149144,-0.0330758294650657,0.108095659875997,0.00442831564138646,0.027200814910312,0.0231026681954818,0.000822903221847535,"Furniture Merchant Wholesalers","4"
"Detroit",423220,792,712,528,566,464,499,504,681,649,657,715,0.000379886119173729,0.5482334367962,-0.101010101010101,-0.258426966292135,0.071969696969697,-0.180212014134276,0.0754310344827587,0.0100200400801602,0.351190476190476,-0.0469897209985316,0.0123266563944531,0.0882800608828007,0.02747203759135,0.00331245355133247,-0.037364288586485,0.0671422761099691,-0.143985825976782,-0.0619727801109493,-0.0445792869879796,0.0728422579085879,0.0120524148633934,0.0334264938662445,0.00641401510165496,0.00555077557374672,"Home Furnishing Merchant Wholesalers","4"
"Detroit",423410,154,73,103,105,270,206,322,226,200,217,216,0.000114762799638497,0.908028243244691,-0.525974025974026,0.410958904109589,0.0194174757281553,1.57142857142857,-0.237037037037037,0.563106796116505,-0.298136645962733,-0.115044247787611,0.085,-0.00460829493087556,-0.0186077647635029,-0.0538700686106347,-0.107359356410402,0.142993145468393,-0.0264867566216892,-0.0894364590463154,-0.042658481583563,0.616174834783747,-0.463562753036437,0.00890566037735852,0.147516457211251,0.00950495217615879,"Photographic Equipment and Supplies Merchant Wholesalers","4"
"Detroit",423420,2709,2696,2873,1920,2371,2136,1861,1319,1871,1805,1424,0.000756584382801944,0.836567997759772,-0.00479881875230714,0.0656528189910979,-0.331709014966934,0.234895833333333,-0.0991142977646563,-0.12874531835206,-0.291241268135411,0.418498862774829,-0.0352752538749332,-0.211080332409972,-0.00254565496524864,-0.00159281111251219,-0.060011832195537,-0.092624939006711,-0.00410720826741273,-0.0743207287297314,0.0156399266191551,-0.114111389496991,0.192374187243958,-0.0231990039558084,-0.114466190161184,0.00258650381305185,"Office Equipment Merchant Wholesalers","4"
"Detroit",423430,4172,4241,3834,4020,3348,3972,3315,3306,2756,2790,2621,0.00139256156413195,0.921220210024968,0.0165388302972196,-0.0959679320914879,0.0485133020344288,-0.167164179104478,0.186379928315412,-0.165407854984894,-0.00271493212669682,-0.166364186327889,0.0123367198838897,-0.060573476702509,-0.00526488292938464,-0.015613164159723,-0.0592109105274911,-0.0201307972350735,-0.0781379264084429,-0.0813532327046059,-0.0667273919376202,-0.0434911758742792,-0.0216005718088383,-0.0305366202647078,-0.0465019592354304,0.000205685428234961,"Computer and Computer Peripheral Equipment and Software Merchant Wholesalers","4"
"Detroit",423440,608,627,723,464,453,433,359,480,479,484,504,0.00026777986582316,0.682973808240277,0.03125,0.15311004784689,-0.358229598893499,-0.0237068965517241,-0.0441501103752759,-0.170900692840647,0.337047353760446,-0.00208333333333333,0.010438413361169,0.0413223140495869,0.011079956856474,0.034599756196668,-0.015906368438623,0.00405084509009646,-0.0559464186342317,-0.0538725500515779,-0.00582973610431226,0.117099373321397,-0.0765146658118289,0.024537348404313,0.00770794511265449,0.0012450445663573,"Other Commercial Equipment Merchant Wholesalers","4"
"Detroit",423450,1799,1731,1615,1722,1795,1510,1518,1370,1519,1479,1465,0.000778368062362955,0.487747064638521,-0.037798777098388,-0.0670132871172733,0.0662538699690403,0.0423925667828107,-0.158774373259053,0.0052980132450331,-0.0974967061923584,0.108759124087591,-0.0263331138907176,-0.00946585530764033,0.00301023240529668,0.0322234885487898,0.0104168035857464,0.0973312606102392,0.017497792029969,0.0232204545057353,0.0198923965954054,-0.0414370963330152,0.0747571571664842,-0.00387964432981314,0.0536127112605189,-0.0012156083104328,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers","4"
"Detroit",423460,100,115,138,112,89,146,101,93,79,94,99,0.0000525996165009779,0.295948231050106,0.15,0.2,-0.188405797101449,-0.205357142857143,0.640449438202247,-0.308219178082192,-0.0792079207920792,-0.150537634408602,0.189873417721519,0.053191489361702,-0.00801844126253975,-0.00274273176083384,0.0142591182195142,0.0367944599724668,-0.0572566692149841,-0.113273580879215,0.0352329611089719,-0.066765854565743,0.0991929055400558,-0.0327697955853692,0.01087160262418,0.0013654413733624,"Ophthalmic Goods Merchant Wholesalers","4"
"Detroit",423490,329,531,298,207,239,180,156,173,170,174,147,0.0000781024608650884,0.273446292710849,0.613981762917933,-0.43879472693032,-0.305369127516778,0.154589371980676,-0.246861924686193,-0.133333333333333,0.108974358974359,-0.0173410404624278,0.0235294117647058,-0.155172413793103,-0.0137533007995666,-0.00382030217728502,0.0023067385600184,-0.0299185869221253,-0.0206992675187568,-0.0462102171214003,0.00215893577166071,-0.0339933470616188,0.0928112291748655,0.0610407538563111,-0.0194874985858129,0.00540769293422259,"Other Professional Equipment and Supplies Merchant Wholesalers","4"
"Detroit",423510,4687,4730,4353,4659,3944,3396,3427,4006,3975,4012,4082,0.00216880438946456,1.71254441300317,0.00917431192660545,-0.0797040169133192,0.0702963473466576,-0.153466409100665,-0.13894523326572,0.00912838633686697,0.168952436533411,-0.00773839241138297,0.00930817610062884,0.0174476570289133,0.00862243584686679,0.0503082647362698,0.0127558072998708,0.0424641793792573,-0.0850983496741977,-0.0954631379962193,0.0321132647504674,0.077820872962683,0.00455107724262938,-0.00343735389599698,0.0156668142382335,0.00000995986133810855,"Metal Service Centers and Other Metal Merchant Wholesalers","4"
"Detroit",423520,9,9,3,3,3,3,3,9,6,3,5,0.00000265654628792818,0.0763880841130194,0,-0.666666666666667,0,0,0,0,2,-0.333333333333333,-0.5,0.666666666666667,0.0696969696969697,0.117440841367222,0.0800000000000001,0.0534979423868314,0.102022058823529,-0.0617180984153461,0.0642222222222222,-0.0567968260597201,-0.16139030329865,-0.124076029567054,0.272151898734177,-0.00885509244306887,"Coal and Other Mineral and Ore Whsle","4"
"Detroit",423610,3107,2994,2874,3502,3406,2758,2560,2704,2968,3121,3106,0.00165024655406098,0.969196392220646,-0.0363694882523334,-0.0400801603206413,0.218510786360473,-0.0274129069103369,-0.190252495596007,-0.0717911530094271,0.0562499999999999,0.0976331360946745,0.0515498652291104,-0.00480615187439926,0.00418510314083798,0.0611075390310438,-0.0541410266969444,0.154093507236642,-0.0411416622654321,-0.0726787320143885,0.0152495014819169,0.0724575385809378,0.0442769508244174,0.0404646154502228,0.0587897759584399,0.00315771322030927,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant  Wholesalers","4"
"Detroit",423620,0,0,0,0,0,0,0,0,875,953,1166,0.00061950659434485,1.510448420666,NA,NA,NA,NA,NA,NA,NA,NA,0.0891428571428572,0.223504721930745,0.0159729848325861,NA,NA,NA,NA,NA,NA,NA,NA,0.140393523826996,0.00106579794079797,0.00601422332276458,"Electrical and Electronic Appliance, Television, and Radio Set Merchant Wholesalers","4"
"Detroit",423690,2338,2459,2148,2742,2929,2879,2775,2458,3095,2956,3008,0.00159817824681759,0.695669668654105,0.0517536355859709,-0.12647417649451,0.276536312849162,0.0681983953318746,-0.0170706725844998,-0.0361236540465439,-0.114234234234234,0.259153783563873,-0.0449111470113086,0.0175913396481733,-0.00236232105239143,-0.0232348187764742,-0.0105094201044753,0.142856547139992,0.0797803440789593,-0.0444970094279052,0.00322532730706393,-0.000754387078124918,0.0401220630776828,-0.0742691625428632,0.0216094615587537,-0.00454711485514845,"Other Electronic Parts and Equipment Merchant Wholesalers","4"
"Detroit",423810,655,660,629,633,586,425,385,368,427,585,678,0.000360227676643061,0.4692467332693,0.00763358778625944,-0.046969696969697,0.00635930047694755,-0.0742496050552922,-0.274744027303754,-0.0941176470588235,-0.0441558441558442,0.160326086956522,0.370023419203747,0.158974358974359,0.0322530930257464,0.0950534307905142,0.00861460105245349,0.0361464795400077,-0.112823392792553,-0.123223003057776,0.00654674498286822,0.0104309768403137,0.0470443853548783,0.0412994265883733,0.0282286988092741,0.00109935501172045,"Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers","4"
"Detroit",423820,343,399,358,377,332,391,397,502,482,390,441,0.000234307382595265,0.259747254335906,0.163265306122449,-0.102756892230576,0.053072625698324,-0.119363395225464,0.177710843373494,0.0153452685421995,0.26448362720403,-0.0398406374501992,-0.190871369294606,0.130769230769231,-0.00233125358128846,0.0144827444027542,-0.00446061147972399,0.0358754006001347,-0.0251445912525987,-0.0180814829039528,0.00630970026350464,0.0578837007108883,0.0207108601485149,0.0419169050641306,-0.00459128474147885,0.00212502854732548,"Farm and Garden Machinery and Equipment Merchant Wholesalers","4"
"Detroit",423830,8809,9029,9947,10251,9441,8374,8698,9255,9462,9756,10606,0.00563506598595325,1.78409533483242,0.0249744579407425,0.101672388968878,0.0305619784859756,-0.0790166812993854,-0.113017688804152,0.0386911870074038,0.0640377098183491,0.0223662884927067,0.0310716550412176,0.0871258712587126,0.00366697685797893,0.0269401399547495,0.0259456209969591,0.0874970780283315,-0.035928212359351,-0.0978143895927844,0.0331357359158295,0.100531041191573,0.0549245772413094,0.0384305796317104,0.0141853352945533,0.002121617277138,"Industrial Machinery and Equipment Merchant Wholesalers","4"
"Detroit",423840,2682,2705,2460,2201,1993,1933,2073,1877,2214,2241,2285,0.00121404165358318,1.57263106031892,0.00857568978374346,-0.0905730129390019,-0.105284552845528,-0.0945024988641526,-0.0301053687907676,0.0724262803931712,-0.0945489628557646,0.179541822056473,0.0121951219512195,0.0196340919232485,0.014214707243674,0.0483787228017181,-0.0192058346839546,-0.143747647507046,-0.048762182504369,-0.0477113648403422,0.0420059653441909,-0.0574871928848097,0.0782394909371384,0.0401372557786024,0.00686661150452927,0.00736527650198384,"Industrial Supplies Merchant Wholesalers","4"
"Detroit",423850,1249,1344,1127,711,628,634,655,732,668,666,705,0.000374573026597873,0.939846784958318,0.0760608486789431,-0.161458333333333,-0.369121561668145,-0.116736990154712,0.00955414012738864,0.0331230283911672,0.117557251908397,-0.087431693989071,-0.00299401197604787,0.0585585585585586,0.0187068520682789,-0.00160453043888631,0.0389298544148233,-0.0835683997888952,-0.0254780864626566,-0.0333985409789298,-0.0182143986507853,0.0048742779841533,0.00726526774648484,0.0379311807883236,-0.0113027837959367,0.00282505804694862,"Service Establishment Equipment and Supplies Merchant Wholesalers","4"
"Detroit",423860,2245,2296,2215,177,145,140,162,268,147,155,135,0.0000717267497740607,0.237757285943535,0.0227171492204901,-0.0352787456445993,-0.920090293453725,-0.180790960451977,-0.0344827586206896,0.157142857142857,0.654320987654321,-0.451492537313433,0.0544217687074831,-0.129032258064516,0.0260733889435359,0.0422016389504312,0.0479202950517366,-0.010851765856043,0.0182105705319859,-0.0549407881964667,-0.0436267460969597,-0.0106054503960263,0.0113161465400271,-0.00788901709287038,-0.00965569469612959,-0.0049798524032453,"Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers","4"
"Detroit",423910,522,545,584,387,390,371,383,456,494,457,485,0.000257684989929033,0.518829965744042,0.0440613026819923,0.071559633027523,-0.337328767123288,0.00775193798449614,-0.0487179487179488,0.0323450134770888,0.190600522193211,0.0833333333333333,-0.0748987854251012,0.0612691466083151,0.0112883689895323,0.0286261387594051,0.0129181474586788,0.0912229895299621,-0.0893130550168418,-0.0215198386012105,0.00725467735777019,0.129927975739196,-0.00670972070787557,0.00488052013847851,0.0130747512772251,0.00000368593004172914,"Sporting and Recreational Goods and Supplies Merchant Wholesalers","4"
"Detroit",423920,318,239,249,142,105,105,102,211,306,160,131,0.0000696015127437182,0.257357913166051,-0.248427672955975,0.0418410041841004,-0.429718875502008,-0.26056338028169,0,-0.0285714285714286,1.06862745098039,0.450236966824645,-0.477124183006536,-0.18125,0.0323068062007115,-0.0494496284293457,-0.0324476839877733,0.0768833535844471,-0.0717328143070717,-0.0854807341679835,-0.0506064130254195,0.0907181856362873,0.0663586189192658,-0.0279549831487723,0.0161594898306658,0.0066153613203627,"Toy and Hobby Goods and Supplies Merchant Wholesalers","4"
"Detroit",423940,649,597,634,430,387,374,314,407,337,310,252,0.00013388993291158,0.340935252140337,-0.0801232665639445,0.0619765494137354,-0.321766561514196,-0.1,-0.0335917312661499,-0.160427807486631,0.296178343949045,-0.171990171990172,-0.0801186943620178,-0.187096774193548,-0.000889984071817796,0.00453203452620499,-0.00415590250477371,-0.040397774268742,-0.0771445922385253,-0.0144133817317286,0.0179409864311868,0.0764868924951865,0.013954951059397,-0.045126773668295,-0.0323792123426715,0.000884940176001266,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers","4"
"Detroit",424110,336,268,268,241,241,234,245,117,115,117,109,0.0000579127090768342,0.563451979662925,-0.202380952380952,0,-0.100746268656716,0,-0.029045643153527,0.0470085470085471,-0.522448979591837,-0.0170940170940171,0.017391304347826,-0.0683760683760684,0.00154394906471998,-0.0764497130776201,-0.0688386542942403,-0.127178541639229,-0.119454783221004,-0.0695150511224082,0.0273787599754451,-0.142865678776291,-0.0708260718020216,-0.05529297021532,-0.00929161372299869,0.00610706761431555,"Printing and Writing Paper Merchant Wholesalers","4"
"Detroit",424120,1382,1108,989,877,809,595,581,513,417,455,391,0.000207741919715983,0.368071161652027,-0.198263386396527,-0.107400722021661,-0.11324570273003,-0.0775370581527937,-0.264524103831891,-0.0235294117647059,-0.117039586919105,-0.187134502923977,0.091127098321343,-0.140659340659341,0.0100677227808135,-0.065375685943436,-0.0590978377462881,-0.0129603628901609,-0.0992571518887309,-0.0295868370969266,-0.0467209124417554,0.0107388817555738,0.00587538976787161,-0.0232207695288394,0.00650886704573828,0.00790989844426034,"Stationery and Office Supplies Merchant Wholesalers","4"
"Detroit",424130,580,644,666,617,599,535,518,553,580,559,707,0.000375635645113044,0.701224002122568,0.110344827586207,0.0341614906832297,-0.0735735735735735,-0.0291734197730956,-0.106844741235392,-0.0317757009345795,0.0675675675675675,0.0488245931283906,-0.0362068965517242,0.264758497316637,0.0113601645621928,-0.130777844997361,-0.0214278310059381,0.0114554644229896,-0.0759436855727943,-0.0358143224908116,-0.0179509999832077,0.0865736465921139,-0.0129199779683689,0.0189082328933103,0.0173368799874825,0.0121146853285083,"Industrial and Personal Service Paper Merchant Wholesalers","4"
