"Region","naics","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","Pct_Total","RS_2015","L_T_2006","L_T_2007","L_T_2008","L_T_2009","L_T_2010","L_T_2011","L_T_2012","L_T_2013","L_T_2014","L_T_2015","Local_Trend","N_T_2006","N_T_2007","N_T_2008","N_T_2009","N_T_2010","N_T_2011","N_T_2012","N_T_2013","N_T_2014","N_T_2015","Natl_Trend","Label","Group"
"Detroit",332618,442,565,436,532,295,363,342,343,339,417,388,0.000206147991943226,1.0661703765121,0.278280542986425,-0.228318584070796,0.220183486238532,-0.445488721804511,0.230508474576271,-0.0578512396694215,0.00292397660818722,-0.0116618075801749,0.230088495575221,-0.0695443645083933,-0.000144986048681058,-0.0320358969007618,-0.0125592927986201,-0.0820186691413287,-0.175987869057176,-0.0582016309446489,-0.0158997739550208,0.000389317137740486,-0.0479062889165629,-0.0229715920703045,-0.0181985524829519,0.00480997164579821,"Other Fabricated Wire Product Manufacturing","3"
"Detroit",332721,3901,3635,3392,4565,3303,3499,3975,5059,5300,5733,5938,0.0031549143715435,3.67491761697863,-0.0681876441937964,-0.0668500687757909,0.345813679245283,-0.27645125958379,0.0593399939448986,0.136038868248071,0.272704402515723,0.04763787309745,0.0816981132075472,0.03575789290075,0.0133856602278596,0.00665817432072169,-0.0277350170897801,0.279331258050665,-0.0960711513854803,-0.0798969670248069,0.11063051702396,0.186163750525133,-0.0105581560080024,0.00353114176808611,0.00451166960696425,-0.00128891097534235,"Precision Turned Product Manufacturing","3"
"Detroit",332722,2856,3195,2851,2493,1857,1974,2178,2171,2164,2456,2452,0.00130277029959998,4.22525409858465,0.118697478991597,-0.107668231611894,-0.125569975447211,-0.25511432009627,0.0630048465266559,0.103343465045593,-0.00321395775941236,-0.0032243205895901,0.134935304990758,-0.00162866449511401,0.012260954210035,-0.013248626528905,0.026784282277466,-0.0523273976882225,-0.132543737785208,-0.100760043431053,0.0525235450374306,0.0541757485373409,0.0374078406834073,0.0218189447183468,-0.039549327584437,0.00539790646594338,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing","3"
"Detroit",332811,1944,1817,1582,1856,1607,1490,1735,2056,2001,1973,2201,0.00116941167594598,6.11738178427171,-0.0653292181069959,-0.129334067143643,0.173198482932996,-0.134159482758621,-0.0728064716863721,0.164429530201342,0.185014409221902,-0.0267509727626459,-0.0139930034982508,0.115560060821085,0.0159418263952821,-0.00566115892668106,0.0164784299203851,0.114435336976321,-0.134638172680096,-0.111908584380017,0.102669076988515,0.0428178793577318,0.0260785129698988,0.0373574872696139,0.00790616854908777,0.00347527906773594,"Metal Heat Treating","3"
"Detroit",332812,2807,2881,2814,2416,1746,1709,1879,1815,2277,2460,2357,0.00125229592012934,2.75538741862396,0.0263626647666548,-0.0232558139534884,-0.141435678749112,-0.277317880794702,-0.0211912943871707,0.0994733762434172,-0.0340606705694518,0.254545454545455,0.080368906455863,-0.041869918699187,0.0178280106633458,0.0113435890198292,0.0261133497304935,-0.0481266149870802,-0.119514939367421,-0.0793898703880246,0.0640712098177891,0.0608344549125168,0.0350164932758184,0.0185188677466197,0.0213668092354977,0.00689256007523648,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers","3"
"Detroit",332813,2932,2906,2616,2927,2284,1944,2003,1957,2178,2193,2135,0.00113434526494533,2.57037118210982,-0.00886766712141884,-0.0997935306262905,0.11888379204893,-0.219678852066963,-0.148861646234676,0.0303497942386832,-0.0229655516724913,0.112927950945324,0.00688705234159781,-0.0264477884176927,0.00804918257725759,-0.0077931696150545,-0.00995792902218906,0.0114974040883467,-0.143193522157474,-0.0547658118982186,0.0679997490012341,0.0389933411672543,0.0173606529565888,0.00535462832579858,-0.0128453216859254,0.00460824804856317,"Electroplating, Plating, Polishing, Anodizing, and Coloring","3"
"Detroit",332911,225,206,194,198,178,232,211,215,197,217,207,0.000109981016320226,0.330972227162047,-0.0844444444444444,-0.058252427184466,0.0206185567010309,-0.101010101010101,0.303370786516854,-0.0905172413793104,0.018957345971564,-0.0837209302325581,0.101522842639594,-0.0460829493087558,0.00550301347497275,-0.0131009888970384,-0.00499730914123164,-0.0195230000515119,-0.0403751182095198,-0.0392269579261449,0.0301726594107927,0.0220980722958211,0.0392899664465851,0.041944386586128,0.00782128488967748,0.00647137185160851,"Industrial Valve Manufacturing","3"
"Detroit",332912,1236,1273,1089,1128,819,1105,909,958,942,986,987,0.000524402237237022,1.73094264339573,0.0299352750809061,-0.144540455616654,0.0358126721763086,-0.273936170212766,0.349206349206349,-0.17737556561086,0.0539053905390539,-0.0167014613778705,0.0467091295116773,0.0010141987829615,0.00771411823566164,-0.0277108433734939,0.0562126844654727,0.0198112201365188,-0.118022328548644,-0.0703169003646281,0.117088103057938,0.0113892615533926,-0.0185707834725671,0.0479668718007706,0.00902804456396455,0.00397975186949976,"Fluid Power Valve and Hose Fitting Manufacturing","3"
"Detroit",332913,175,157,129,78,76,76,81,75,37,112,37,0.0000196584425306685,0.291724215980414,-0.102857142857143,-0.178343949044586,-0.395348837209302,-0.0256410256410257,0,0.0657894736842106,-0.0740740740740741,-0.506666666666667,2.02702702702703,-0.669642857142857,0.0587904641516855,-0.0724395674300254,-0.0866695242177454,-0.0407358738501971,-0.18013698630137,0.0347296813462228,-0.0777393310265283,-0.0110055027513757,-0.0804248861911988,0.136276127612761,-0.0101657993464843,0.0140458415281069,"Plumbing Fixture Fitting and Trim Manufacturing","3"
"Detroit",332919,214,230,184,199,231,179,169,151,194,174,267,0.000141859571775365,1.07043712169054,0.0747663551401869,-0.2,0.0815217391304348,0.160804020100503,-0.225108225108225,-0.0558659217877095,-0.106508875739645,0.28476821192053,-0.103092783505155,0.53448275862069,0.0315111159184181,0.128754052235611,-0.128373252411401,0.0724898974199564,0.094197437829691,-0.178321678321678,-0.0392005157962605,-0.0130183867937189,0.113135708457982,-0.060408013681896,0.0456347916531237,-0.0015249329108517,"Other Metal Valve and Pipe Fitting Manufacturing","3"
"Detroit",332991,424,331,268,263,250,174,34,32,28,30,30,0.0000159392777275691,0.0810237725948121,-0.219339622641509,-0.190332326283988,-0.0186567164179104,-0.0494296577946768,-0.304,-0.804597701149425,-0.0588235294117647,-0.125,0.0714285714285714,0,0.0166417403263658,-0.0201819215463331,0.0604148534957933,-0.0496204090007524,-0.120506638839912,-0.0729891170935275,0.00264807132138767,0.0362267805264549,0.0609149993628137,-0.00580580580580581,-0.0383809907370117,0.00285562576063361,"Ball and Roller Bearing Manufacturing","3"
"Detroit",332992,7,7,2,37,14,14,14,14,14,9,7,0.00000371916480309945,0.0374239549210311,0,-0.714285714285714,17.5,-0.621621621621622,0,0,0,0,-0.357142857142857,-0.222222222222222,-0.515970515970516,-0.187546422381778,0.174005790035045,0.377287475665153,-0.174707877874105,-0.00365380223795386,-0.0594774237909695,0.276958693797977,-0.200095419847328,0.160443755218895,0.239925986842105,0.0131186609406226,"Small Arms Ammunition Manufacturing","3"
"Detroit",332993,0,0,15,0,0,0,0,0,3,3,3,0.00000159392777275691,0.0151984022173488,NA,NA,-1,NA,NA,NA,NA,NA,0,0,0.0303030303030303,0.000134879956838363,-0.182467970330411,0.667106565489937,0.283890757965565,-0.165394990366089,-0.0615015236863976,0.119157729017022,-0.120801828732196,0.3495,-0.0567617636161541,-0.00677661570376157,"Ammunition (except Small Arms) Manufacturing","3"
"Detroit",332994,233,218,213,164,174,156,125,112,55,48,43,0.0000228462980761823,0.152964104487703,-0.0643776824034334,-0.0229357798165137,-0.230046948356808,0.0609756097560976,-0.103448275862069,-0.198717948717949,-0.104,-0.508928571428571,-0.127272727272727,-0.104166666666667,-0.018624630957852,0.178481271747288,0.0301047878191396,-0.14713651435958,0.228863261943987,0.000536250536250504,-0.00557401650766431,-0.112967554166218,0.274030866447928,-0.00457840518885921,-0.131467995400537,-0.0118672216165055,"Small Arms Manufacturing","3"
"Detroit",332996,586,863,623,1564,1267,1340,1619,1881,1748,1746,1929,0.00102489555788269,3.77801970944661,0.472696245733788,-0.278099652375435,1.51043338683788,-0.189897698209719,0.0576164167324389,0.208208955223881,0.161828289067325,-0.0707070707070707,-0.00114416475972545,0.104810996563574,-0.0489224885856009,0.100938685839824,0.0178869457949351,0.15134557119943,-0.0836506609702486,-0.0719956755295788,0.0163462938692296,0.101873410466741,-0.00204804785280066,0.0339110039742003,0.0373987838306185,-0.0035257249841174,"Fabricated Pipe and Pipe Fitting Manufacturing","3"
"Detroit",332999,3078,2366,2211,1595,1565,1417,1569,1503,1533,1216,1148,0.000609943027708309,0.991440606109899,-0.231319038336582,-0.0655114116652579,-0.278606965174129,-0.0188087774294671,-0.0945686900958467,0.10726887791108,-0.0420650095602294,0.0199600798403194,-0.206784083496412,-0.055921052631579,0.0134216803952353,0.0213930228063395,-0.00156111406776649,0.087855205335039,-0.10337543554007,-0.0965074199111068,0.0437102649229155,-0.0721304297433388,-0.0162664816099931,0.0532182059313187,0.000267916945746904,-0.000565614819713229,"All Other Miscellaneous Fabricated Metal Product Manufacturing","3"
"Detroit",333111,189,187,114,198,189,154,182,86,82,84,84,0.0000446299776371934,0.0800250100618957,-0.0105820105820106,-0.390374331550802,0.736842105263158,-0.0454545454545454,-0.185185185185185,0.181818181818182,-0.527472527472527,-0.0465116279069767,0.024390243902439,0,-0.0121044189181241,-0.0192323634253503,0.0228214014030936,0.0281299066192877,-0.0789943253974633,-0.0540554692545338,0.0190050926267622,0.171404773114113,0.112765102331046,0.0332143303652048,-0.089919062088252,0.00414547909541501,"Farm Machinery and Equipment Manufacturing","3"
"Detroit",333112,0,0,0,0,0,0,0,3,7,9,6,0.00000318785554551381,0.0233605580902775,NA,NA,NA,NA,NA,NA,NA,1.33333333333333,0.285714285714286,-0.333333333333333,0.0343434343434343,-0.0588090652022458,0.00605242532439254,0.0238476520233715,0.023588096043287,-0.0706203023044519,-0.167747955918948,-0.0902877889903358,0.0612747975114449,0.0293109169339676,-0.110090264345583,-0.00333539958968491,"Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing","3"
"Detroit",333120,117,179,241,16,189,19,13,185,286,249,255,0.000135483860684337,0.260393964546781,0.52991452991453,0.346368715083799,-0.933609958506224,10.8125,-0.8994708994709,-0.315789473684211,13.2307692307692,0.545945945945946,-0.129370629370629,0.0240963855421688,0.0445680601807452,0.11637317104752,0.0645895554846754,-0.0315406719416035,-0.0905741566239647,-0.170970435428006,0.0287233050452298,0.0705466412836551,0.0997188632591539,-0.0395170480795886,0.0125545151359672,-0.00196218374517542,"Construction Machinery Manufacturing","3"
"Detroit",333131,28,25,24,24,17,10,10,10,7,7,7,0.00000371916480309945,0.0315493251507881,-0.107142857142857,-0.04,0,-0.291666666666667,-0.411764705882353,0,0,-0.3,0,0,0.00624879042526101,0.167841191066997,0.045724970253272,-0.0125162548764629,0.0921810699588477,-0.0896759608138659,0.124172185430464,0.579160530191458,-0.24150151550478,-0.0756178531907046,-0.0484171322160148,-0.0137325118172992,"Mining Machinery and Equipment Manufacturing","3"
"Detroit",333132,38,31,36,14,15,12,15,15,17,15,15,0.00000796963886378453,0.0169869048384933,-0.184210526315789,0.161290322580645,-0.611111111111111,0.0714285714285714,-0.2,0.25,0,0.133333333333333,-0.117647058823529,0,0.0222016337875721,0.160020952006809,0.158689394366992,0.0847114986482207,0.0820478275513641,-0.19612359667144,0.111157003459136,0.204697518817954,0.0351364381448269,0.00435940905788335,0.0562593904768971,-0.00961702775466423,"Oil and Gas Field Machinery and Equipment Manufacturing","3"
"Detroit",333241,27,19,30,46,42,72,77,0,40,40,39,0.0000207210610458398,0.149177650140591,-0.296296296296296,0.578947368421053,0.533333333333333,-0.0869565217391305,0.714285714285714,0.0694444444444444,-1,NA,0,-0.025,-0.0464339592943712,0.039090475053712,-0.00964907242547819,0.0577625703183902,-0.102088930314162,-0.0407278500335837,0.0182049649904519,-1,NA,0.0130844487125623,-0.00118490431897622,-0.0189512546182627,"Food Product Machinery Manufacturing ","3"
"Detroit",333242,2,10,0,0,0,0,0,0,0,0,0,0,0,4,-1,NA,NA,NA,NA,NA,NA,NA,NA,-0.175757575757576,-0.0541910949136428,0.00171720556207067,-0.161684157712088,-0.161047381546135,-0.136555496106058,0.0897135775268521,-1,NA,-0.0687427316190722,0.0815873456361871,-0.00456594902113806,"Semiconductor Machinery Manufacturing ","3"
"Detroit",333243,19,39,63,39,38,29,24,0,17,15,9,0.00000478178331827072,0.0411005867483817,1.05263157894737,0.615384615384615,-0.380952380952381,-0.0256410256410257,-0.236842105263158,-0.172413793103448,-1,NA,-0.117647058823529,-0.4,-0.116113894764477,-0.0421584203359056,0.0352467270896273,-0.085603112840467,-0.191051314142678,-0.121915370929063,0.0416703374152056,-1,NA,0.0287915337327835,0.068073519400953,-0.00538390109631236,"Sawmill, Woodworking, and Paper Machinery Manufacturing ","3"
"Detroit",333244,37,34,27,27,22,27,25,0,25,25,17,0.0000090322573789558,0.14525983176621,-0.081081081081081,-0.205882352941177,0,-0.185185185185185,0.227272727272727,-0.0740740740740741,-1,NA,0,-0.32,-0.0209386972452926,-0.0585997463792298,0.00758596242467213,-0.0436954686180693,-0.142667942020455,-0.192070030895984,0.00031867431485022,-1,NA,-0.0674486803519062,-0.0506918238993711,-0.0158497049863926,"Printing Machinery and Equipment Manufacturing ","3"
"Detroit",333249,2748,2347,2349,1725,1832,1990,2058,0,1752,1802,1951,0.00103658436154957,2.33811163364838,-0.145924308588064,0.000852151682999569,-0.265644955300128,0.0620289855072464,0.0862445414847162,0.0341708542713568,-1,NA,0.0285388127853881,0.0826859045504995,0.00206886471957171,0.0129859219164437,-0.0395128135255856,-0.21401786154833,-0.108007156533476,-0.113959462312619,0.0383248277368495,-1,NA,0.0465953445102838,0.0397866707889702,-0.00369479446366442,"Other Industrial Machinery Manufacturing ","3"
"Detroit",333314,331,315,381,647,623,778,630,835,844,488,472,0.00025077796958042,1.89714406177235,-0.0483383685800605,0.209523809523809,0.698162729658793,-0.0370942812982998,0.248796147672552,-0.190231362467866,0.325396825396825,0.0107784431137725,-0.421800947867299,-0.0327868852459017,-0.0428350640879423,0.0866204041879717,-0.00123242395384016,-0.0131246845027764,-0.0398408638817846,-0.00645199479105008,0.0879952338397378,-0.0188916876574308,-0.054194340570408,-0.0939454738581376,0.0449394294646346,-0.00649802209014802,"Optical Instrument and Lens Manufacturing","3"
"Detroit",333316,4,6,6,6,3,3,3,0,3,6,5,0.00000265654628792818,0.06982115700326,0.5,0,0,-0.5,0,0,-1,NA,1,-0.166666666666667,-0.00303030303030301,-0.100159177176442,-0.0265342223431759,-0.150824713447023,-0.110617283950617,-0.0727373681288174,-0.107784431137725,-1,NA,-0.0379428160402805,-0.136822429906542,-0.0142963701477126,"Photographic and Photocopying Equipment Manufacturing ","3"
"Detroit",333318,378,476,470,551,433,407,424,0,444,436,469,0.000249184041807663,0.516520115880229,0.259259259259259,-0.0126050420168067,0.172340425531915,-0.214156079854809,-0.0600461893764435,0.0417690417690417,-1,NA,-0.0180180180180181,0.0756880733944953,-0.0291360615863092,-0.014953653217012,0.016882775417572,-0.0791883837077964,-0.172750650271932,-0.043537293434569,-0.0233479024244462,-1,NA,0.00382995021064736,0.015469459956297,-0.0114132030152957,"Other Commercial and Service Industry Machinery Manufacturing ","3"
"Detroit",333413,197,273,263,285,213,142,149,0,149,169,176,0.0000935104293350718,0.44291435812859,0.385786802030457,-0.0366300366300366,0.0836501901140685,-0.252631578947368,-0.333333333333333,0.0492957746478873,-1,NA,0.134228187919463,0.0414201183431953,-0.0253395132550659,0.0300154229445961,0.0134761575673807,-0.00943289010114789,-0.0309775126204681,-0.096337516773226,0.0225357033672533,-1,NA,-0.0421893260615505,0.0422174319762476,-0.0183083036097578,"Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing ","3"
"Detroit",333414,117,104,170,135,108,98,106,150,104,103,101,0.0000536622350161491,0.373226112052565,-0.111111111111111,0.634615384615385,-0.205882352941177,-0.2,-0.0925925925925926,0.0816326530612246,0.415094339622641,-0.306666666666667,-0.00961538461538458,-0.0194174757281553,-0.013144157395603,0.093015231428994,-0.0108685848290792,-0.00533442757488711,-0.143151815181518,-0.0617878350184561,0.0591857680465275,-0.00382213608957793,-0.0354498784112403,-0.0410667264272508,0.019572329983641,-0.00293325889718994,"Heating Equipment (except Warm Air Furnaces) Manufacturing","3"
"Detroit",333415,320,303,299,314,476,477,570,605,588,615,694,0.000368728624764431,0.491109796133992,-0.053125,-0.0132013201320133,0.0501672240802675,0.515923566878981,0.00210084033613445,0.194968553459119,0.0614035087719298,-0.028099173553719,0.0459183673469388,0.128455284552845,0.00294567226642528,0.0109747674957661,-0.00037433205124604,-0.0117677897712911,-0.112940507768094,-0.119620239646297,0.0490556424906292,0.007273273898313,0.0420502812535875,-0.0106639639540392,0.0147319191581761,0.00460723953880411,"Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing","3"
"Detroit",333511,2848,2734,2184,2422,1977,1993,2717,2948,3090,3199,2994,0.00159073991721139,5.43608809586912,-0.0400280898876404,-0.201170446232626,0.108974358974359,-0.18373245251858,0.00809307030854822,0.363271450075263,0.0850202429149798,0.0481682496607869,0.0352750809061488,-0.0640825257893092,0.0139153617354905,-0.0503697403548562,-0.0670978977484762,0.0386687289988799,-0.169918866180548,-0.0631302196102691,0.0581399187823963,0.116942277691108,0.0271523548801609,-0.0273864563502856,-0.00687861756564045,0.00965861754123827,"Industrial Mold Manufacturing","3"
