"Region","naics","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2020","Pct_Total","RS_2015","L_T_2006","L_T_2007","L_T_2008","L_T_2009","L_T_2010","L_T_2011","L_T_2012","L_T_2013","L_T_2014","L_T_2015","Local_Trend","N_T_2006","N_T_2007","N_T_2008","N_T_2009","N_T_2010","N_T_2011","N_T_2012","N_T_2013","N_T_2014","N_T_2015","Natl_Trend","Label","Group"
"Austin",213111,372,641,765,988,128,239,340,340,321,275,277,598,954,659,482,584,0.000334860817393866,0.629322277782995,-0.0846841302783732,-0.1191049339033,-0.149716999582806,-0.20136264906021,0.165264577926467,0.0299505494550141,0.119552472431364,0.229175489373694,0.15471837407764,0.118775298210455,0.0392108593518291,0.0420329905751071,0.172499830593823,0.121191470363192,0.0733027409155131,0.0524110301114078,0.0471068732575144,0.0152756409226338,0.0328209160401982,0.0718608708776833,0.0496390520240282,-0.00761973571769809,"Drilling Oil and Gas Wells","2"
"Austin",213112,0,0,211,310,326,317,364,357,359,453,678,895,1330,1336,2391,2961,0.00166110417922974,0.814054853084044,NA,NA,0.110905590124159,0.0297849748867682,0.0680119705157443,0.164217401377533,0.197138313621959,0.300878347040353,0.300595963813637,0.394749694063793,0.0436669589388965,NA,NA,0.15149583694152,0.123385514578387,0.100328800594323,0.0895495598359612,0.0688853652029855,0.0877148124220331,0.110460182312412,0.119010813178097,0.00818868959580458,"Support Activities for Oil and Gas Operations","2"
"Austin",213113,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.113543973132066,0.128325175955423,0.0753504926199238,0.0298366676194464,0.040799874476076,-0.0334038621320826,-0.0785312127649591,-0.082172997647984,-0.014133965902702,"Support Activities for Coal Mining","2"
"Austin",213114,0,0,0,0,0,0,7,34,34,15,29,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1,-0.145454545454545,NA,NA,0.272208486310604,0.337422553326486,0.300535830313804,0.146459863689249,0.0645350478751212,-0.0659954064931267,-0.0829195889863277,-0.0967968970900658,-0.0249416190528011,"Support Activities for Metal Mining","2"
"Austin",213115,0,0,2,3,2,7,25,27,14,10,10,11,15,12,13,11,0.00000903151582182626,0.381861756040793,NA,NA,0.682932718169299,0.360822107858739,0.379729661461215,0.0739409237857793,-0.151424408949112,-0.1109104638678,-0.0303597339044209,0.0538739520617835,-0.0335721016185417,NA,NA,-0.0197613748511366,-0.105558729143611,-0.126118876290866,-0.120293634347768,-0.145545088751274,-0.0523708365711834,0.0467665409619897,0.0616555099951679,0.00366717715885039,"Nonmetallic Minerals Support Activity (exc Fuels)","2"
"Austin",221111,0,5,4,2,2,2,0,0,0,0,0,0,3,7,7,11,0.00000486312390406029,0.168046497291655,NA,-1,-1,-1,-1,-1,NA,NA,NA,NA,0.0909090909090909,-0.131393269168192,-0.0821666877516625,-0.0602178120479337,-0.15779134907479,-0.0949123627092127,-0.0933718744489014,-0.088950328316747,-0.0525012777931446,0.0511557999130303,-0.0118354363294261,0.0136722674606674,"Hydroelectric Power Generation","2"
"Austin",221112,26,44,41,33,55,24,17,25,28,29,17,79,68,96,150,199,0.000104209797944149,0.164680546078525,-0.0158810858664757,-0.173202320657235,-0.094202264956588,-0.0323265660611868,-0.120153194258685,-0.0666435437668766,0.35967663308005,0.221557123984218,0.279448001717051,0.389116443430705,0.0583142194722071,-0.0240997393788506,0.0112173192414138,-0.00712850227126216,-0.0320664246764426,0.00187084755397549,0.007044719192838,-0.0315250477976268,-0.00173206656213198,0.0353515822136885,0.000846079457579307,0.00258928721911971,"Fossil Fuel Electric Power Generation","2"
"Austin",221114,0,0,0,0,0,0,0,0,0,0,0,0,7,5,77,77,0.0000534943629446632,4.3868747900079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Solar Electric Power Generation ","2"
"Austin",221115,0,0,0,0,0,0,0,0,0,0,0,0,31,39,38,38,0.0000263998154791844,0.994883973096245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Wind Electric Power Generation ","2"
"Austin",221116,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0.00000208419595888298,0.216239383048613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Geothermal Electric Power Generation ","2"
